"Site","Line","TotalLine","WinOrLose","Fun","ScoreOff","FirstDownOff","ThirdDownPctOff","RushAttOff","RushYdsOff","PassAttOff","PassCompOff","PassYdsOff","PassIntOff","FumblesOff","SackNumOff","SackYdsOff","PenYdsOff","TimePossOff","PuntAvgOff","ScoreDef","FirstDownDef","ThirdDownPctDef","RushAttDef","RushYdsDef","PassAttDef","PassCompDef","PassYdsDef","PassIntDef","FumblesDef","SackNumDef","SackYdsDef","PenYdsDef","TimePossDef"
"V",7,57,"LOSE","FUN",36.8125,26.4375,47.375,30.8125,115,39.4375,27.375,316.3125,0.6875,0.9375,1.375,8.4375,55.875,31.74875,NA,20.75,17.9375,29,23.0625,79.8125,36.9375,21,238.6875,1.3125,0.4375,3.125,22.5625,56.5,27.85125
"V",1.5,52,"LOSE","BORING",24.8125,22.9375,39.6875,24.8125,98.0625,44.9375,26.625,313.25,1,1.0625,1.5,11.1875,56,31.43875,44.25,27.875,19,31.875,25.1875,119.1875,35.6875,21.9375,252.1875,1,0.25,1.8125,14.3125,49.4375,28.16125
"H",-1,47,"WIN","FUN",28.5625,21.1875,41.3125,29.625,135.625,33.0625,21.6875,263,0.5625,0.625,2.8125,17.125,56.375,31.021875,NA,21.9375,18.625,36.875,25.375,113.8125,34.3125,19.1875,224.375,0.75,0.5,2.8125,16.25,59.4375,28.578125
"V",-3.5,42,"WIN","BORING",20.3125,21.5,33.75,28.6875,128.5,38.375,24.5625,254.625,1.1875,0.5,2.5625,19.8125,66.625,31.744375,46.38125,25.9375,17.8125,37.3125,27.8125,114.0625,31.625,16.875,202.875,0.5625,0.6875,2.5,15.0625,51.4375,27.855625
"H",7,43,"WIN","BORING",25.75,20.5625,39.875,27.1875,112.375,34.9375,19.0625,225.0625,0.8125,0.4375,2.5625,15.6875,34.625,29.540625,46.60625,21.9375,20.125,35.1875,27.125,134.5625,34.625,20.8125,247.1875,1.125,0.4375,2.3125,12.9375,64.5625,30.059375
"V",-11.5,42,"LOSE","BORING",14,17.5625,28.375,22.25,76.75,38.9375,21.8125,238.5625,1.5,0.375,3.5625,21.0625,58.4375,27.3375,47.025,30.5625,23.0625,42.25,34.75,153.1875,30.375,20,227,0.6875,0.6875,1.4375,9.25,40.75,32.2625
"H",5.5,53.5,"LOSE","BORING",28.6875,22.125,41.6875,24.8125,97.9375,40.6875,26.6875,318.4375,1.125,0.25,1.9375,13.4375,50.6875,31.679375,47.69375,23.1875,20,35.8125,24.1875,119.9375,36.3125,21.1875,251.125,1.25,0.625,2.25,14.5,47.25,27.941875
"H",7,41,"LOSE","BORING",21,18.6875,38.1875,23.4375,94,34.625,19.4375,226.9375,1.4375,0.75,2,13.375,49.25,28.129375,47.85625,25.375,20.9375,46,29.9375,123.75,35.9375,22.4375,238.5,0.75,0.75,1.375,9.9375,63.125,31.470625
"V",-7,41,"WIN","BORING",16.5625,17.9375,36.6875,27.375,124.25,34.125,20.3125,213.25,1.125,0.5625,2.875,19.1875,60.8125,30.71375,47.5,25.8125,19.5,38.3125,26.8125,103.8125,32.875,22.0625,244.625,0.6875,0.4375,2.3125,15.625,45.375,28.93625
"V",1,47,"LOSE","BORING",21.8125,20.5,37.75,26.4375,129.3125,36.125,21.3125,247.1875,0.75,1.125,2.75,17.4375,48.25,26.020625,44.08125,28.375,22.875,44.6875,30.375,125.8125,36.375,22.5625,263.125,0.6875,0.4375,2.1875,14.9375,66.875,33.579375
"H",2.5,43,"LOSE","BORING",18.8125,18,34.0625,22.625,80.4375,36.5,22.1875,239.5625,1.1875,1.25,3.1875,20.0625,46.5625,29.82375,42.1625,22.375,18.0625,34.4375,28.75,111.9375,32.1875,19.3125,203.1875,0.625,0.5,2.25,11.5,62.75,29.80125
"H",-7,57,"WIN","BORING",22.3125,20.5,39.4375,25.8125,90.25,35,23.5,247.3125,0.75,0.5625,2.5625,16,49.5,30.9825,45.53125,22.9375,20.5,40.5,26,113.5625,34.75,22,248.875,0.625,0.4375,2.8125,19.25,54.9375,28.6425
"H",5.5,42.5,"WIN","BORING",26.625,19,35.8125,32.6875,147.875,26.0625,15.8125,200.875,0.5,0.6875,2,11.625,60.3125,29.925625,49.18125,19.6875,19,34.25,26.8125,102.8125,36.6875,21.6875,218.4375,1.0625,0.75,2.5,17.5,58.6875,29.734375
"V",3,47,"LOSE","BORING",29.625,20.125,42.25,33.3125,165.75,25.5625,16.5,204.9375,0.5,0.75,2.8125,16.5625,65.75,30.86,41.81875,15,18.75,35.6875,25.375,110.8125,33.3125,19.25,187.9375,1.4375,1,2.5,19.6875,56.3125,28.82375
"V",-7,43,"LOSE","BORING",20.25,18.5,30.5,24.75,97.4375,37.3125,21.5625,219.25,0.75,0.6875,2,12.25,58.25,28.869375,45.15,22.75,19.375,37.9375,29,123.75,30.75,20.4375,220.5625,1,0.625,3.4375,20.5,57,30.790625
"H",11.5,42,"WIN","FUN",21.3125,16,36.25,27.25,117.1875,31,17.375,191.625,1.0625,0.5625,2.875,17.9375,58,28.309375,46.425,23.8125,19.75,33.3125,28.5,118.8125,33.4375,20.5,215.625,1.1875,0.75,3.125,19.5625,47,31.315625
"V",2.5,39.5,"WIN","BORING",18.25,17.8125,36.6875,23.9375,105.5,33.3125,19.6875,197.375,1,0.75,3.5,21.9375,41.125,27.943125,49.1625,22.1875,20.375,38.375,29.8125,124.6875,34.75,21.125,225.375,0.8125,0.4375,2.75,15.9375,56.9375,31.681875
"H",-2.5,39.5,"LOSE","BORING",17.9375,18.6875,37.4375,25.375,103.0625,38.25,21.0625,224.625,1.125,0.5,2.125,15.0625,60.1875,30.08375,44.36875,24.9375,20.4375,41.6875,25.75,97.625,35.6875,23.5625,257.0625,0.8125,0.5625,1.9375,15.6875,50.6875,29.566875
"V",3,42,"LOSE","OKAY",24.5625,20.375,39.25,25.75,104.875,36.5625,19.875,235.5,1,0.4375,2.625,17.375,33.375,29.153125,46.95,23.6875,19.625,37.5,28.6875,141,32.6875,19.625,242.9375,1,0.4375,2.1875,12,60.25,30.446875
"H",-3,42,"WIN","BORING",21.75,16.4375,38.1875,27.8125,112.4375,31.4375,17.75,198.1875,1.0625,0.5,2.8125,17.25,56.5625,28.795,46.01875,22.4375,19.25,32.1875,28.125,112.1875,33.25,20.1875,213.25,1.3125,0.6875,3.125,18.875,45.875,30.83
"V",9,40.5,"LOSE","FUN",18.3125,16.1875,25.375,22.75,85,35.625,20.4375,189.875,1.75,0.8125,2.5625,18.4375,44,27.78125,46.11875,23.875,19.5,36.375,28.6875,114.9375,36.4375,20.6875,228.4375,1.5625,0.75,2.3125,17.25,55.6875,31.84375
"V",-2,43.5,"WIN","OKAY",22.375,19.5,40.625,20.1875,71.375,39.5625,26.9375,272,1.0625,0.5625,1.5625,12.625,38.5625,29.204375,47.29375,23.5,19.3125,44.5625,26.4375,121.5,35,21.875,251.5,0.9375,0.375,1.6875,13,41.0625,30.395625
"V",-3.5,41,"WIN","BORING",20.75,18.625,35.3125,28.75,100.9375,37.0625,21.875,225.375,0.9375,0.5,3.0625,21,66.5625,29.59625,46.1875,21.0625,16.9375,30.9375,27.625,106.25,33.8125,19.75,217.6875,0.625,0.625,3.3125,22.3125,63,30.00375
"H",-2,39.5,"LOSE","BORING",19.5625,18.6875,35.3125,30.875,138.5,33.625,18.875,193.125,0.9375,0.9375,2.6875,16.375,54.4375,28.2875,43.8875,24.6875,20.25,38.1875,29.5625,123.3125,35.5,19.75,219.875,1.0625,0.375,2.875,17.5625,52.375,31.321875
"H",3.5,41,"LOSE","BORING",24.5,19.3125,35,26.875,114.125,34.0625,20.8125,227.875,0.875,0.375,1.875,11.875,45.625,30.303125,42.7125,24.4375,19.6875,40.125,28,122.5625,33.25,20.5625,233.5,1.0625,1.0625,1.8125,12.5625,43.3125,29.296875
"H",4.5,40,"LOSE","BORING",23.5625,19.3125,40.5,28.25,112.125,36.125,22,236.6875,1.125,0.6875,3,15.5625,62.75,30.97,44.04375,16.8125,17.6875,33.4375,26,97.3125,37,21.1875,200.6875,1,0.875,3.1875,22.875,50.5625,28.639375
"V",-4.5,40,"WIN","BORING",19.0625,18.1875,31.1875,24.375,95.25,37.4375,21.9375,221.6875,0.9375,0.5,3.3125,23.25,67.375,28.706875,43.06875,22.125,20.875,41.5625,26.6875,99.5,38.3125,23.8125,228.0625,0.8125,0.6875,3.0625,17.75,59.625,30.893125
"H",7.5,49,"LOSE","FUN",36.3125,26.6875,48.3125,30.8125,116.1875,39.3125,27.25,317.4375,0.6875,0.875,1.4375,9.125,53.875,31.35375,NA,21.125,18,31.75,23.9375,84.75,36.5,20.875,238.6875,1.1875,0.4375,2.9375,21.125,56.1875,28.24625
"V",3,45,"WIN","FUN",24.625,22.8125,41.625,25.375,103.375,44.5,26,307.6875,1,1,1.375,9.875,55.625,31.610625,44.675,26.9375,19.0625,32.75,24.25,109.75,36.75,22.125,257.5625,1.0625,0.25,1.875,14.625,48.9375,27.989375
"V",-3,40.5,"WIN","FUN",27.4375,21.375,41.5625,29.0625,130.8125,33.9375,22.625,268.5625,0.625,0.625,2.8125,17,58,31.0825,NA,22.5625,18.8125,37.4375,26.5625,123.1875,32.5625,18.5,219.6875,0.6875,0.5,2.875,16.0625,59.9375,28.5175
"H",10.5,40.5,"WIN","FUN",21,21.75,34.8125,27.8125,125.3125,39.4375,25.0625,259.0625,1.0625,0.5625,2.6875,22,67.75,31.613125,47.23125,27.25,18.5,38.25,28.25,113.1875,31.5625,17,209.1875,0.5,0.6875,2.5,15.4375,50.1875,28.011875
"H",-9,40.5,"WIN","OKAY",15.1875,17.125,29.3125,23.375,77.8125,37.4375,20.9375,229.8125,1.5,0.3125,3.5,20.4375,52.4375,27.65625,46.74375,30.5625,22.75,44.0625,34.125,149.75,31.375,20.5,230.625,0.6875,0.8125,1.375,9.4375,41.0625,31.94375
"V",-7.5,49,"WIN","BORING",17.5,16.75,28.1875,28.9375,132.8125,30.3125,17.625,168.0625,0.5625,0.375,2.9375,15.6875,40.8125,30.12125,46.075,17.5,19,34,27.9375,133.4375,34.1875,19.125,217.625,0.8125,0.8125,3,19.625,47.3125,29.52875
"H",-3,44.5,"LOSE","OKAY",19.25,18,37.8125,23.875,102.25,33.5,19.9375,198,0.875,0.6875,3.5,22.0625,41.3125,27.83,49.35625,21.25,20.4375,37,29.8125,122.375,34.6875,21.25,225.875,0.875,0.4375,2.8125,16.5,58.875,31.77
"V",-13,45,"WIN","BORING",24.6875,18.25,39.25,27.6875,143.8125,31.625,19.0625,182.4375,0.875,0.6875,1.8125,11.375,48.375,26.93,46.125,26.875,23.1875,43.25,26.0625,103.6875,41.125,27.125,281,0.875,0.75,2.5625,16.25,61.25,32.67
"H",3.5,49.5,"LOSE","FUN",29.8125,23.3125,43.875,25.375,103.8125,41.25,27.5,324.125,1.0625,0.3125,1.9375,13.625,51.25,32.43875,46.71875,22.5625,19,32.6875,24.0625,122.625,34.5625,19.6875,232.125,1.1875,0.625,2.375,15.8125,49.0625,27.1825
"H",3,40.5,"LOSE","OKAY",21.25,19.0625,40.0625,24.4375,98.0625,34.5,19.5625,227.1875,1.4375,0.875,2.0625,14.0625,47.0625,28.6025,46.84375,25.125,20.3125,44.1875,29.3125,120.5625,35.6875,21.8125,233.1875,0.75,0.75,1.375,9.375,59.75,30.9975
"V",2,39.5,"WIN","BORING",17.1875,18.625,36.6875,32.6875,130.9375,29.625,17.25,184.3125,1.4375,0.875,3.5,23,50.1875,31.58375,45.0625,23.625,16.625,32,25.375,93.5625,35.1875,19.625,216.5625,0.5625,0.375,2.5625,15.25,55.4375,28.04125
"V",-10.5,40.5,"LOSE","BORING",16.5625,17.5,35,27.4375,126.4375,32.875,19.1875,198,1.125,0.5,2.9375,19.0625,58.3125,30.3625,47.3125,23.875,19.3125,38.8125,27.4375,107.25,32.125,21.5,230.6875,0.6875,0.5625,2.5,17,43.125,29.2875
"H",4,54,"LOSE","FUN",23.125,20.6875,37.6875,27.4375,137.0625,34.375,20.75,249.3125,0.625,1.125,2.6875,16.8125,47.9375,25.654375,43.65625,27.25,23.375,44.625,30.125,121.4375,38.1875,23.5,269.6875,0.8125,0.4375,2.125,14.9375,63.8125,33.945625
"H",-3,45,"LOSE","FUN",19.25,18.3125,34.625,22.875,83,36.375,22.3125,240.1875,1.25,1.1875,3.375,22.375,48,30.08125,41.98125,22.1875,18.1875,34.8125,27.9375,109,33,20,202.1875,0.625,0.5,2.3125,12.5625,59.75,29.54375
"V",3,44.5,"WIN","FUN",22.0625,20.3125,38,26.375,92,34.5,22.875,239.5,0.625,0.5625,2.6875,16.375,51.6875,31.055,45.05625,22.5625,21.125,40.8125,26,114.1875,35.75,22.6875,255.625,0.625,0.5,2.875,20,56.375,28.57
"V",-3.5,49.5,"WIN","BORING",25.6875,18.0625,35.625,32.0625,143,25.875,15.375,193.875,0.5625,0.75,2.0625,12.5,57.75,29.995625,49.625,18.8125,18.25,34.0625,26.375,99.8125,36.125,20.9375,208.4375,1.125,0.75,2.625,18.375,54.9375,29.664375
"H",13,45,"LOSE","BORING",29.9375,20.4375,43.625,33.25,168.0625,25.9375,16.875,210.5625,0.5,0.625,2.625,15.6875,67.9375,30.799375,41.725,15.1875,19.0625,36.625,25,109.5625,34,19.9375,191.75,1.375,0.9375,2.4375,18.375,55.0625,28.84875
"H",2,43.5,"LOSE","BORING",17.1875,19.0625,36.9375,26.3125,107.1875,38.3125,20.875,219.5625,1.1875,0.5,2.1875,15.6875,64.25,30.78625,44.225,24.625,20,39.5625,25,91.3125,36,23.4375,250.0625,0.75,0.5625,1.9375,15.9375,54.75,28.864375
"V",-4,54,"WIN","OKAY",27.5,22.5,45.0625,31.625,161.8125,32.25,20.25,237.5,0.875,0.4375,1.875,16.25,52.9375,31.14,43.075,26.6875,21.3125,40.875,24.5,105.625,37.375,23.5625,266.8125,1.3125,0.5625,2.5,16.125,46.4375,28.46
"H",3,45.5,"LOSE","BORING",25.5,22.0625,49,32.5,141.125,30.375,18.5,213.5,0.625,0.5,2.375,18.25,50.8125,32.915625,45.26875,16.375,17.625,33.125,22.5625,92.625,34.125,22.5,205.8125,1.125,0.875,2.6875,19.4375,47,26.709375
"V",-3,45.5,"WIN","FUN",30.75,23.5625,39.4375,30.3125,127,38.75,22.6875,261.9375,0.75,0.4375,2.375,15.4375,48.75,29.2525,46.55,19.0625,20.75,37.25,28.4375,119.5625,37.8125,21.25,241.8125,1.375,0.9375,2.875,18.5625,56.625,30.3725
"H",-7,52.5,"WIN","OKAY",22.6875,19.75,38.75,19.9375,77.25,39.375,26.6875,270.25,0.875,0.5625,1.6875,13.5625,39.1875,28.836875,45.65,24.875,20.375,45.4375,27.1875,124.5625,34.875,22.4375,262.9375,0.9375,0.3125,1.625,11.625,45.9375,30.763125
"V",7,52.5,"LOSE","OKAY",28.875,23.5625,43.125,25.0625,100,42.1875,28.0625,328.25,1.125,0.4375,2,14.25,47.4375,32.82125,47.18125,22.75,18.25,33.125,23.8125,120.1875,34,19.375,221.5625,1.125,0.625,2.375,14.8125,49.375,26.8
"H",3,44.5,"LOSE","BORING",18.8125,16.9375,26.5,22.625,77.3125,36.5625,21.625,212.4375,1.75,0.75,2.5625,17.6875,43.9375,28.296875,45.78125,23.3125,19.125,34.5,28.1875,113.3125,36.1875,20.625,225.0625,1.375,0.6875,2.375,17.75,56,31.328125
"H",3.5,38.5,"LOSE","OKAY",21.1875,19.3125,36.75,29.875,108.875,37,21.6875,224.75,1.0625,0.5,3.125,21.5,65.1875,29.91875,45.96875,21.875,17,31.5,27.5625,104.375,33.3125,19.8125,220.0625,0.5625,0.5,3.25,20.875,67.25,29.68125
"V",4,40.5,"LOSE","BORING",25.6875,22.1875,50.25,31.875,141.375,30.3125,18.6875,211.3125,0.625,0.4375,2.375,17.75,48.0625,32.8975,45.01875,15.9375,17.8125,33.8125,22.25,88.875,33.75,22.75,208.75,1.0625,0.875,2.75,19.5,47,26.7275
"V",-1.5,45,"WIN","BORING",25.5,19.6875,35.8125,26.75,115.3125,34.625,21.125,237.6875,0.75,0.375,1.625,8.875,49.125,30.1275,42.2,23.6875,20,40.8125,28.75,125.75,33.75,20.625,227.9375,1.1875,1.0625,1.875,13.0625,43.0625,29.4725
"H",2,39,"WIN","OKAY",19.0625,17.9375,30.0625,23.5,94.1875,38.75,22.375,223.9375,1.125,0.5,3.4375,23.375,61.8125,29.069375,42.61875,23.25,19.625,40.1875,27.3125,102.1875,36.9375,22.5,219.375,0.9375,0.625,2.625,14.25,57.875,30.530625
"V",-2.5,44,"LOSE","BORING",27.4375,19.6875,38.5,20.0625,75.25,39,24.9375,274.625,0.75,0.5,2.125,17.125,51.1875,28.82875,46.4375,27.125,24.625,44.25,27.25,137.8125,39.375,25.5625,293.75,0.9375,0.75,2.375,15.3125,45.8125,30.79625
"V",2.5,53,"WIN","BORING",36.125,26.875,48.3125,31.5,114.375,39.1875,27.1875,321.8125,0.625,0.875,1.25,8.0625,57.125,31.424375,NA,20.75,18.6875,32.5,24.0625,90.4375,36.8125,20.6875,237.1875,1.0625,0.4375,2.875,20.875,55.4375,28.175625
"H",7,48,"WIN","FUN",25.0625,22.9375,41.5,25.4375,103.1875,44.9375,26.125,313.4375,0.9375,1,1.1875,10.125,55.3125,31.488125,45.38125,27.75,19.5625,32.25,24.1875,105.875,37.875,22.75,266.6875,1,0.25,1.6875,13.6875,45.375,28.111875
"H",5.5,44.5,NA,"FUN",26.75,21.375,40.25,28.5,128.3125,34.375,22.9375,276.0625,0.75,0.625,2.625,15.9375,55.375,30.72875,NA,23,18.8125,36.75,26.5625,121.1875,32.3125,19,219.9375,0.625,0.375,2.8125,16.625,58.6875,28.87125
"H",10,43.5,"WIN","BORING",19.75,20.1875,33.375,26.9375,122.4375,39.0625,23.9375,246.5625,1,0.5625,2.6875,21.875,69.625,31.2375,48.04375,26.6875,18.1875,38.1875,28.375,118.125,31.375,17,196.9375,0.5,0.625,2.5,16.375,51.625,28.3875
"V",-3,44.5,"WIN","BORING",24.9375,20.125,38.5625,26.25,106,35.6875,19.625,229.25,0.8125,0.375,2.625,17.25,36.25,29.13375,46.325,21.6875,19.3125,36.75,28.625,141.4375,32.25,19.5,235.875,1,0.5,2.3125,12.25,58,30.46625
"V",-10,43.5,"LOSE","BORING",13.75,16.9375,28.375,22.5625,74.4375,37.875,21.5,221.6875,1.625,0.25,3.5,20.875,51.5625,27.58,46.7125,29.5625,21.5,43.75,33.4375,142.125,30.5625,19.6875,224.25,0.5625,0.75,1.4375,9.0625,42.4375,32.02
"H",3,42.5,"WIN","FUN",18.1875,17.25,29.5625,28.8125,134.75,31.25,17.875,169.875,0.5625,0.375,2.9375,16.5,42.25,30.475625,46.075,17.4375,19.125,34.5625,27.8125,128.125,34.875,19.5,224.0625,0.8125,0.875,2.875,19,49.0625,29.174375
"H",-4,40.5,"WIN","FUN",19.625,18.3125,37.1875,23.5625,105,33.9375,20.4375,205.1875,0.8125,0.625,3.5625,22.8125,37.9375,28.03375,49.48125,21.0625,20.6875,38.1875,29.5,124.5,35.125,21.5625,233.375,0.9375,0.4375,2.8125,17.125,57.375,31.56625
"V",-5.5,44.5,NA,"BORING",23.8125,18.3125,39.8125,27.5625,140.25,31.8125,18.6875,181.8125,1.0625,0.75,1.875,11.125,46.6875,26.92625,45.75625,27.9375,22.75,44.8125,26.75,105.75,39.8125,26.25,276.125,0.8125,0.6875,2.5,15.3125,63.6875,32.67375
"H",-2.5,53,"LOSE","FUN",28.3125,23.75,38.375,30.3125,126.5,39.0625,23,258.9375,0.8125,0.5,2.5,16.25,47.5,29.46625,44.925,19.0625,20.25,38.25,28.375,118.5625,36.4375,20.75,233.5625,1.1875,0.875,3,19,59.25,30.15875
"H",2.5,44,"WIN","BORING",22.125,18.9375,39.625,24.6875,94.875,33.8125,19.3125,231.375,1.375,0.75,2.0625,13.875,48.625,28.955,46.7875,24,20.375,42.875,28.8125,119.25,35.9375,22,241.9375,0.9375,0.6875,1.375,9.375,59.625,30.645
"V",-3.5,38.5,"WIN","BORING",16.375,18.3125,34.875,31.5625,131.5625,30.125,17,182.3125,1.625,0.9375,3.5625,24.125,50.4375,31.19125,45.30625,25.125,16.5625,32.6875,26.5,90.6875,34.1875,19.4375,221.4375,0.5,0.25,2.5625,15.0625,57.5625,28.43375
"H",-2,42,"WIN","OKAY",17.25,16.75,34.6875,27.75,129.25,32.375,18.9375,191.25,1,0.5,2.875,18.625,60.625,30.361875,47.55625,22.9375,19,36.1875,27.0625,103.0625,33.4375,21.75,235.625,0.75,0.625,2.5625,18.0625,39.4375,29.288125
"V",-2,39,"LOSE","BORING",20.9375,18.75,35.1875,22.875,77.125,36.75,23,251.5,1.1875,1.0625,3.25,21.4375,46.75,30.054375,41.8875,23.0625,18.75,35.875,28.0625,112.75,33.875,19.9375,214.125,0.6875,0.625,2.3125,13,58.3125,29.570625
"V",-3,42.5,"LOSE","FUN",21.625,20.875,39.0625,26.5625,98.3125,34.125,22.75,243.0625,0.5625,0.5,2.625,15.3125,52.375,31.0625,44.3125,21.9375,21.125,39.6875,25.625,112.375,35.3125,22.5,254.75,0.625,0.4375,2.9375,20.75,55.4375,28.5625
"H",1.5,45,"LOSE","BORING",21.8125,18.3125,31.5,25.8125,99.0625,35.5625,20.6875,223.3125,0.6875,0.625,2.0625,13,59.25,29.071875,44.9875,21.5625,19.625,36.0625,27.3125,117.125,32.6875,21.375,234.5,1.25,0.6875,3.4375,21.8125,57,30.588125
"V",-7,48,"LOSE","BORING",18.0625,19,36.1875,26.8125,108.375,37,20.5625,218.8125,1.0625,0.4375,2.25,15.375,68.6875,30.971875,43.73125,25.0625,20.375,37.125,24.125,94.75,36.875,23.9375,252.1875,0.875,0.5625,2,16.0625,51.875,28.67875
"V",2,42,"LOSE","FUN",21.125,16.625,38.6875,27,109,31.8125,18.5625,204.1875,1.0625,0.5625,2.875,17.125,56.25,28.443125,45.16875,24.125,19.9375,34.125,29.1875,117.375,33.0625,20.1875,214.5625,1.125,0.625,3.0625,18.5,44.875,31.156875
"V",5,47,"LOSE","BORING",24.9375,17.6875,36.0625,31.625,140.375,26.375,15.4375,186.5625,0.625,0.75,2.125,12.5625,57.4375,29.731875,49.725,19.8125,18.9375,35.1875,26.125,100.125,37.4375,21.9375,223.375,1.0625,0.875,2.25,15.8125,54.5,29.928125
"H",-5,47,"WIN","BORING",26.5625,23,45.1875,31.875,163.1875,33.5,20.4375,240.25,0.9375,0.5,2,17.5,50.375,31.45875,42.55,27.8125,21.6875,40.5,25.25,108.5,36.125,23.3125,273,1.1875,0.5,2.4375,15.8125,46.3125,28.14125
"H",3,40.5,"LOSE","OKAY",21.375,18.6875,35.0625,29.625,105.125,35.5,20.875,220.3125,1.125,0.5,3.0625,20.8125,64,29.9925,45.96875,21.25,16.75,30.75,27.875,105.0625,32.5625,19,215.75,0.6875,0.5625,3.0625,19.8125,68.4375,29.6075
"H",8,48,"LOSE","BORING",27,19.875,37.8125,20.625,79.75,37.5,24.0625,260.9375,0.6875,0.4375,2.25,17.875,53.6875,28.890625,45.6625,26.0625,24.625,42.6875,27.25,141.5625,39.5,25.3125,284.9375,0.875,0.8125,2.25,15.5625,48.3125,30.734375
"H",6,48.5,"LOSE","BORING",24.4375,22.6875,41.6875,25.5,103.0625,44,25.8125,305.125,1.1875,1,1.125,9.4375,53.375,31.613125,46.14375,27.125,18.5625,31.5625,23.9375,94.4375,36.1875,21.8125,261.125,0.9375,0.25,1.8125,15,45.5,27.986875
"V",-6,48.5,"WIN","BORING",27.75,22.3125,38.8125,29,133.3125,36,23.75,282.125,0.6875,0.5625,2.4375,15.25,55.4375,30.60125,NA,22.25,19.125,36,27.3125,126.5,32.3125,19.3125,218.1875,0.625,0.4375,3.125,17.375,60.5,29.015625
"V",-8,48,"WIN","OKAY",17.8125,17.0625,35,27.75,128.875,32.25,18.9375,200.0625,1,0.5,2.625,16.9375,62.1875,30.134375,47.48125,22.25,19.1875,36.375,26.75,96.5,34.1875,22.625,243,0.75,0.625,2.5625,17.5625,44.125,29.515625
"V",-3,40.5,"WIN","OKAY",21.75,19.125,36.3125,23.75,79.375,36.75,23.125,253.125,1,0.75,3.1875,21.0625,43,30.5,41.34375,22.5,19.0625,36.875,26.9375,109.4375,35.5,20.5625,225.5,0.6875,0.8125,2.375,12.5625,53.3125,29.125
"V",-3.5,48.5,"WIN","OKAY",20.25,17.125,27.6875,23.0625,80.1875,35.6875,21.3125,211.75,1.5,0.75,2.625,18.5,45.6875,28.61625,45.04375,22.0625,19.125,35.1875,27,107.5,37.5,21.375,222.875,1.375,0.6875,2.3125,17.3125,56.3125,31.00875
"N",-4.5,48.5,"LOSE","OKAY",22,19.875,38,19.8125,78,39.8125,26.9375,265.1875,0.8125,0.5625,1.9375,14.8125,39.8125,29.09875,45.48125,24.5,20.5625,46.3125,27.4375,127.875,35,22.625,262.625,0.9375,0.3125,1.5625,11.5625,48.5625,30.50125
"N",4.5,48.5,"WIN","BORING",21.0625,18.5625,36,31.8125,134.3125,33.3125,19.0625,197.875,0.875,0.9375,2.625,15.6875,55.5625,28.610625,43.13125,24.3125,19.625,36.1875,29.1875,126.25,35,19.25,214.125,1.1875,0.375,2.875,18.5,51.5625,30.99875
"H",6.5,40.5,"LOSE","BORING",25.0625,22,49.3125,31.5,143.0625,30.9375,18.75,203.1875,0.6875,0.4375,2.375,17.625,45.25,32.583125,46.2125,15.5625,17.5,33.8125,21.6875,79.375,35.0625,23.5,219.5625,1.125,0.6875,2.875,20.625,48.5625,27.041875
"V",-1,50.5,"WIN","FUN",25.0625,20.125,35.9375,25.9375,113.25,35.625,21.9375,247.75,0.75,0.4375,1.625,9.0625,50.9375,30.053125,42.04375,25.6875,20.3125,40.9375,29.3125,134.875,32.4375,19.875,228.1875,1.125,0.9375,1.875,13.3125,42.75,29.546875
"V",1.5,48.5,"LOSE","BORING",24,18.8125,37.625,28.0625,104.9375,36,21.875,231.9375,1.25,0.6875,2.875,14.5625,65.1875,30.776875,44.33125,17.4375,17.75,33.25,25.8125,97.5,38.375,21.6875,207.5,1.125,0.875,3.125,22.4375,51.5,28.8325
"H",7.5,39,"WIN","FUN",18.5,18.25,31.0625,22.375,90.875,40.375,23,235.3125,1.125,0.6875,3.5,22.9375,56.8125,28.62375,42.73125,24.0625,20,41.3125,28.1875,104.4375,36.9375,22.625,220.875,0.75,0.3125,2.5625,13.875,54.125,30.97625
"V",6,50,"LOSE","FUN",37,27.3125,48.3125,33,125.9375,39.125,27,313,0.625,1.0625,1.25,8.4375,60.25,31.68625,NA,22.3125,19.5625,33.875,24.0625,88.4375,38.3125,22,250.1875,1,0.625,2.9375,21.5,54.5625,27.925625
"H",-6.5,47.5,"WIN","OKAY",18,19.25,32.5625,26.5,113.625,38.1875,23.25,236.875,1,0.5625,2.6875,22.4375,66.9375,31.099375,47.88125,25.5625,17.375,37.625,28.6875,118.875,29.625,16.5,184.1875,0.5,0.5625,2.5625,16.5,51.1875,28.525625
"H",3.5,46,"LOSE","BORING",24.375,19.6875,37.8125,25.375,105.5625,35.8125,19.625,225.125,0.8125,0.3125,2.4375,16.5625,39.5,28.6125,45.925,23.375,20,37.9375,29.0625,140.5,32.5625,20.0625,243.4375,0.9375,0.5,2.375,13.0625,60.375,30.9875
"V",-7.5,39,"LOSE","BORING",13.0625,16.75,27.8125,22.625,75.5625,38.3125,21.875,221.3125,1.5625,0.25,3.3125,19.875,53.625,27.838125,46.475,28.75,21,42.9375,32.9375,139.25,30.1875,19.375,217.4375,0.5,0.75,1.5,10.125,41.1875,31.761875
